filename,section|field|value
form_36.pdf,section4|שם המבקש|רימא תורגמן
form_36.pdf,section4|חתימה|signed
form_36.pdf,section5|אבחנה רפואית 1|1  9  0  0
form_36.pdf,section5|אבחנה רפואית 2|5  6  1  6
form_36.pdf,section2|מין/זכר|
form_36.pdf,section2|מין/נקבה|V
form_36.pdf,section3|מקום התאונה/מפעל|
form_36.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_36.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_36.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_36.pdf,section3|מקום התאונה/אחר|
form_36.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_36.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_36.pdf,section5|קופת חולים/כללית|V
form_36.pdf,section5|קופת חולים/מאוחדת|
form_36.pdf,section5|קופת חולים/מכבי|
form_36.pdf,section5|קופת חולים/לאומית|
form_37.pdf,"header|אל קופ״ח/בי״ח|""דוב""""ב"""
form_37.pdf,header|תאריך מילוי הטופס|1  8  0  6  2  0  2  3
form_37.pdf,header|תאריך קבלת הטופס בקופה|3  0  1  1  2  0  2  3
form_37.pdf,section1|תאריך הפגיעה|0  6  0  4  2  0  2  3
form_37.pdf,section2|שם משפחה|נסאר
form_37.pdf,section2|שם פרטי|שושנה
form_37.pdf,section2|ת.ז|9  7  5  2  2  6  8  9  0  3
form_37.pdf,section2|תאריך לידה|1 2 1 0 2 0 2 3
form_37.pdf,section2|רחוב|האחים בז'רנו
form_37.pdf,section2|מס' בית|51
form_37.pdf,section2|כניסה|3
form_37.pdf,section2|דירה|17
form_37.pdf,section2|יישוב|שדה אליהו
form_37.pdf,section2|מיקוד|811678
form_37.pdf,section2|טלפון קווי|0  5  4  3  3  7  4  5  9  7
form_37.pdf,section2|טלפון נייד|0  5  4  0  0  9  0  2  9  2
form_37.pdf,section3|בתאריך|06.11.2023
form_37.pdf,section3|בשעה|10:42
form_37.pdf,section3|כאשר עבדתי ב|משרד
form_37.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על משטח חלק בעת ביצוע מטלה.
form_37.pdf,section3|האיבר שנפגע|רגל ימין
form_37.pdf,section4|שם המבקש|אדם חיון
form_37.pdf,section4|חתימה|
form_37.pdf,section5|אבחנה רפואית 1|6  0  8  4
form_37.pdf,section5|אבחנה רפואית 2|3  0  5  3
form_37.pdf,section2|מין/זכר|V
form_37.pdf,section2|מין/נקבה|
form_37.pdf,section3|מקום התאונה/מפעל|
form_37.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_37.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_37.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_37.pdf,section3|מקום התאונה/אחר|
form_37.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_37.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_37.pdf,section5|קופת חולים/כללית|
form_37.pdf,section5|קופת חולים/מאוחדת|V
form_37.pdf,section5|קופת חולים/מכבי|
form_37.pdf,section5|קופת חולים/לאומית|
form_38.pdf,header|אל קופ״ח/בי״ח|שעב
form_38.pdf,header|תאריך מילוי הטופס|2  2  1  1  2  0  2  3
form_38.pdf,header|תאריך קבלת הטופס בקופה|0  3  0  7  2  0  2  3
form_38.pdf,section1|תאריך הפגיעה|0  1  0  8  2  0  2  3
form_38.pdf,section2|שם משפחה|אוחיון
form_38.pdf,section2|שם פרטי|זואי
form_38.pdf,section2|ת.ז|5  1  2  8  0  5  1  7  5  5
form_38.pdf,section2|תאריך לידה|1 2 0 7 2 0 2 3
form_38.pdf,section2|רחוב|אלמזדלפה
form_38.pdf,section2|מס' בית|111
form_38.pdf,section2|כניסה|1
form_38.pdf,section2|דירה|4
form_38.pdf,"section2|יישוב|""גבעת כ""""ח"""
form_38.pdf,section2|מיקוד|897357
form_38.pdf,section2|טלפון קווי|0  5  4  2  3  1  0  6  3  2
form_38.pdf,section2|טלפון נייד|0  5  4  7  4  3  8  3  2  3
form_38.pdf,section3|בתאריך|07.02.2023
form_38.pdf,section3|בשעה|14:56
form_38.pdf,section3|כאשר עבדתי ב|נהיגה
form_38.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על מדרגה חלקלקה בעת ביצוע מטלה.
form_38.pdf,section3|האיבר שנפגע|גב
form_38.pdf,section4|שם המבקש|יערה ניר
form_38.pdf,section4|חתימה|signed
form_38.pdf,section5|אבחנה רפואית 1|3  1  5  1
form_38.pdf,section5|אבחנה רפואית 2|0  7  7  5
form_38.pdf,section2|מין/זכר|
form_38.pdf,section2|מין/נקבה|V
form_38.pdf,section3|מקום התאונה/מפעל|
form_38.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_38.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_38.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_38.pdf,section3|מקום התאונה/אחר|
form_38.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_38.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_38.pdf,section5|קופת חולים/כללית|
form_38.pdf,section5|קופת חולים/מאוחדת|V
form_38.pdf,section5|קופת חולים/מכבי|
form_38.pdf,section5|קופת חולים/לאומית|
form_39.pdf,header|אל קופ״ח/בי״ח|גנות הדר
form_39.pdf,header|תאריך מילוי הטופס|0  6  0  2  2  0  2  3
form_39.pdf,header|תאריך קבלת הטופס בקופה|0  9  0  4  2  0  2  3
form_39.pdf,section1|תאריך הפגיעה|2  2  0  4  2  0  2  3
form_39.pdf,section2|שם משפחה|מזרחי
form_39.pdf,section2|שם פרטי|טל
form_39.pdf,section2|ת.ז|4  7  4  9  0  4  2  0  1  8
form_39.pdf,section2|תאריך לידה|2 3 0 9 2 0 2 3
form_39.pdf,section2|רחוב|זגגי
form_39.pdf,section2|מס' בית|80
form_39.pdf,section2|כניסה|4
form_39.pdf,section2|דירה|28
form_39.pdf,section2|יישוב|גן שורק
form_39.pdf,section2|מיקוד|465196
form_39.pdf,section2|טלפון קווי|0  5  4  0  1  5  0  2  0  6
form_39.pdf,section2|טלפון נייד|0  5  4  7  3  9  7  0  5  7
form_39.pdf,section3|בתאריך|20.02.2023
form_39.pdf,section3|בשעה|08:00
form_39.pdf,section3|כאשר עבדתי ב|מכירות
form_39.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על רצפה רטובה במהלך העבודה.
form_39.pdf,section3|האיבר שנפגע|יד ימין
form_39.pdf,section4|שם המבקש|גיא מזרחי
form_39.pdf,section4|חתימה|
form_39.pdf,section5|אבחנה רפואית 1|6  2  1  0
form_39.pdf,section5|אבחנה רפואית 2|8  9  9  1
form_39.pdf,section2|מין/זכר|
form_39.pdf,section2|מין/נקבה|V
form_39.pdf,section3|מקום התאונה/מפעל|
form_39.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_39.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_39.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_39.pdf,section3|מקום התאונה/אחר|
form_39.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_39.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_39.pdf,section5|קופת חולים/כללית|
form_39.pdf,section5|קופת חולים/מאוחדת|V
form_39.pdf,section5|קופת חולים/מכבי|
form_39.pdf,section5|קופת חולים/לאומית|
form_40.pdf,header|אל קופ״ח/בי״ח|אטרש )שבט(
form_40.pdf,header|תאריך מילוי הטופס|0  5  0  2  2  0  2  3
form_40.pdf,header|תאריך קבלת הטופס בקופה|1  4  1  1  2  0  2  3
form_40.pdf,section1|תאריך הפגיעה|2  3  0  5  2  0  2  3
form_40.pdf,section2|שם משפחה|וינר
form_40.pdf,section2|שם פרטי|ליהי
form_40.pdf,section2|ת.ז|2  4  4  0  9  5  2  3  7  9
form_40.pdf,section2|תאריך לידה|1 0 0 7 2 0 2 3
form_40.pdf,section2|רחוב|חיטה
form_40.pdf,section2|מס' בית|74
form_40.pdf,section2|כניסה|3
form_40.pdf,section2|דירה|20
form_40.pdf,section2|יישוב|עצמון שגב
form_40.pdf,section2|מיקוד|477627
form_40.pdf,section2|טלפון קווי|0  5  4  7  0  0  6  6  1  7
form_40.pdf,section2|טלפון נייד|0  5  4  7  1  6  6  8  9  3
form_40.pdf,section3|בתאריך|07.04.2023
form_40.pdf,section3|בשעה|11:19
form_40.pdf,section3|כאשר עבדתי ב|מכירות
form_40.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על רצפה רטובה בעת תפקיד.
form_40.pdf,section3|האיבר שנפגע|יד ימין
form_40.pdf,section4|שם המבקש|בת שבע סלע
form_40.pdf,section4|חתימה|signed
form_40.pdf,section5|אבחנה רפואית 1|4  8  6  1
form_40.pdf,section5|אבחנה רפואית 2|3  4  7  3
form_40.pdf,section2|מין/זכר|V
form_40.pdf,section2|מין/נקבה|
form_40.pdf,section3|מקום התאונה/מפעל|
form_40.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_40.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_40.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_40.pdf,section3|מקום התאונה/אחר|
form_40.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_40.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_40.pdf,section5|קופת חולים/כללית|
form_40.pdf,section5|קופת חולים/מאוחדת|
form_40.pdf,section5|קופת חולים/מכבי|V
form_40.pdf,section5|קופת חולים/לאומית|
form_41.pdf,"header|אל קופ״ח/בי״ח|""גבעת ח""""ן"""
form_41.pdf,header|תאריך מילוי הטופס|0  9  0  1  2  0  2  3
form_41.pdf,header|תאריך קבלת הטופס בקופה|0  6  0  5  2  0  2  3
form_41.pdf,section1|תאריך הפגיעה|2  8  1  2  2  0  2  3
form_41.pdf,section2|שם משפחה|נגר
form_41.pdf,section2|שם פרטי|שי-לי
form_41.pdf,section2|ת.ז|1  9  4  4  3  4  8  6  8  6
form_41.pdf,section2|תאריך לידה|1 1 0 6 2 0 2 3
form_41.pdf,section2|רחוב|מזל שור
form_41.pdf,section2|מס' בית|73
form_41.pdf,section2|כניסה|1
form_41.pdf,section2|דירה|33
form_41.pdf,section2|יישוב|משמר העמק
form_41.pdf,section2|מיקוד|610627
form_41.pdf,section2|טלפון קווי|0  5  4  9  9  5  9  4  5  2
form_41.pdf,section2|טלפון נייד|0  5  4  0  4  5  3  6  7  2
form_41.pdf,section3|בתאריך|23.08.2023
form_41.pdf,section3|בשעה|08:16
form_41.pdf,section3|כאשר עבדתי ב|מחסן
form_41.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על משטח חלק בעת תפקיד.
form_41.pdf,section3|האיבר שנפגע|רגל ימין
form_41.pdf,section4|שם המבקש|סול כהן
form_41.pdf,section4|חתימה|
form_41.pdf,section5|אבחנה רפואית 1|5  1  1  1
form_41.pdf,section5|אבחנה רפואית 2|2  0  1  4
form_41.pdf,section2|מין/זכר|
form_41.pdf,section2|מין/נקבה|V
form_41.pdf,section3|מקום התאונה/מפעל|
form_41.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_41.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_41.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_41.pdf,section3|מקום התאונה/אחר|
form_41.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_41.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_41.pdf,section5|קופת חולים/כללית|
form_41.pdf,section5|קופת חולים/מאוחדת|
form_41.pdf,section5|קופת חולים/מכבי|
form_41.pdf,section5|קופת חולים/לאומית|V
form_42.pdf,header|אל קופ״ח/בי״ח|שעב
form_42.pdf,header|תאריך מילוי הטופס|0  3  0  7  2  0  2  3
form_42.pdf,header|תאריך קבלת הטופס בקופה|2  3  0  8  2  0  2  3
form_42.pdf,section1|תאריך הפגיעה|1  3  1  2  2  0  2  3
form_42.pdf,section2|שם משפחה|כהן
form_42.pdf,section2|שם פרטי|אסיל
form_42.pdf,section2|ת.ז|3  5  9  7  0  6  1  0  4  8
form_42.pdf,section2|תאריך לידה|0 3 0 3 2 0 2 3
form_42.pdf,section2|רחוב|בן צבי יצחק
form_42.pdf,section2|מס' בית|33
form_42.pdf,section2|כניסה|4
form_42.pdf,section2|דירה|19
form_42.pdf,section2|יישוב|מכמורת
form_42.pdf,section2|מיקוד|955618
form_42.pdf,section2|טלפון קווי|0  5  4  1  6  0  1  1  8  2
form_42.pdf,section2|טלפון נייד|0  5  4  9  9  4  6  6  2  5
form_42.pdf,section3|בתאריך|11.05.2023
form_42.pdf,section3|בשעה|18:09
form_42.pdf,section3|כאשר עבדתי ב|מחסן
form_42.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה בעת ביצוע מטלה.
form_42.pdf,section3|האיבר שנפגע|רגל שמאל
form_42.pdf,section4|שם המבקש|עילאי אבו ריא
form_42.pdf,section4|חתימה|
form_42.pdf,section5|אבחנה רפואית 1|7  6  7  8
form_42.pdf,section5|אבחנה רפואית 2|6  4  3  9
form_42.pdf,section2|מין/זכר|
form_42.pdf,section2|מין/נקבה|V
form_42.pdf,section3|מקום התאונה/מפעל|
form_42.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_42.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_42.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_42.pdf,section3|מקום התאונה/אחר|
form_42.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_42.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_42.pdf,section5|קופת חולים/כללית|V
form_42.pdf,section5|קופת חולים/מאוחדת|
form_42.pdf,section5|קופת חולים/מכבי|
form_42.pdf,section5|קופת חולים/לאומית|
form_43.pdf,header|אל קופ״ח/בי״ח|אביבים
form_43.pdf,header|תאריך מילוי הטופס|2  9  0  8  2  0  2  3
form_43.pdf,header|תאריך קבלת הטופס בקופה|2  3  0  3  2  0  2  3
form_43.pdf,section1|תאריך הפגיעה|0  8  0  8  2  0  2  3
form_43.pdf,section2|שם משפחה|יפרח
form_43.pdf,section2|שם פרטי|שחר
form_43.pdf,section2|ת.ז|9  3  0  2  6  0  4  6  5  0
form_43.pdf,section2|תאריך לידה|2 3 1 2 2 0 2 3
form_43.pdf,section2|רחוב|רח 2306
form_43.pdf,section2|מס' בית|2
form_43.pdf,section2|כניסה|2
form_43.pdf,section2|דירה|33
form_43.pdf,section2|יישוב|אביחיל
form_43.pdf,section2|מיקוד|446728
form_43.pdf,section2|טלפון קווי|0  5  4  8  1  6  0  9  2  0
form_43.pdf,section2|טלפון נייד|0  5  4  0  3  8  0  6  0  5
form_43.pdf,section3|בתאריך|10.09.2023
form_43.pdf,section3|בשעה|20:16
form_43.pdf,section3|כאשר עבדתי ב|מכירות
form_43.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על מדרגה חלקלקה במהלך העבודה.
form_43.pdf,section3|האיבר שנפגע|יד ימין
form_43.pdf,section4|שם המבקש|נועה פרץ
form_43.pdf,section4|חתימה|
form_43.pdf,section5|אבחנה רפואית 1|3  1  7  4
form_43.pdf,section5|אבחנה רפואית 2|3  4  8  4
form_43.pdf,section2|מין/זכר|
form_43.pdf,section2|מין/נקבה|V
form_43.pdf,section3|מקום התאונה/מפעל|V
form_43.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_43.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_43.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_43.pdf,section3|מקום התאונה/אחר|
form_43.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_43.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_43.pdf,section5|קופת חולים/כללית|
form_43.pdf,section5|קופת חולים/מאוחדת|V
form_43.pdf,section5|קופת חולים/מכבי|
form_43.pdf,section5|קופת חולים/לאומית|
form_44.pdf,header|אל קופ״ח/בי״ח|חצור-אשדוד
